"maxValue","minValue","instanceType","uuid:ID","isApproximate","id"
"300.0","300.0","Range","77bf0eb7-2c1f-42ad-b7f5-1bea3dcdd3f6","False","Range_2"
"300.0","300.0","Range","c451dc8b-e216-4129-90f4-081e5015b3c6","False","Range_1"
"100.0","50.0","Range","55a71a01-9909-4aac-ad57-56e770d87fba","False","Range_3"
