"id","uuid:ID","instanceType"
"StudyCell_1","cfc84908-e04d-4a1e-8a9d-a6cbd4df07ed","StudyCell"
"StudyCell_2","aae5e268-8060-4f01-956b-e077049e3b87","StudyCell"
"StudyCell_3","1db137d1-8bae-49ab-bbae-44f1457530e8","StudyCell"
"StudyCell_4","20510337-10b4-4a39-ac6f-943ccab409ac","StudyCell"
"StudyCell_5","a7807147-0438-40c4-b7fc-a23276cc895e","StudyCell"
"StudyCell_6","2d5801ca-0479-451e-aa8e-e68067e4cdb1","StudyCell"
"StudyCell_7","deb3f811-39a1-46e2-b94b-2cfa06a19005","StudyCell"
"StudyCell_8","c758449d-0416-4728-b60b-9dcfeba9f92c","StudyCell"
"StudyCell_9","fba4eda1-c4a3-491e-ae06-cb7fc17ebfe4","StudyCell"
"StudyCell_10","8545f74a-227c-48a3-aecf-19e9cfcbf8de","StudyCell"
"StudyCell_11","412050a2-fe6d-41fe-ab79-8890c80f4ca0","StudyCell"
"StudyCell_12","dbf70e5c-7aa2-42f9-bcd9-151694961507","StudyCell"
"StudyCell_13","bec8997c-5166-4c5d-9a38-af91424295be","StudyCell"
"StudyCell_14","f4da7a9d-a204-400a-b503-6453ed73e914","StudyCell"
"StudyCell_15","93e24bca-39a4-4358-9b5d-41d4ea04c575","StudyCell"
