"instanceType","name","id","uuid:ID"
"Study","Study_CDISC PILOT - LZZT","fc9381f9-4c4b-4dd6-a2ce-787c6fb2679d","fc9381f9-4c4b-4dd6-a2ce-787c6fb2679d"
