"text","state","line","uuid:ID","district","city","id","postalCode"
"Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","IN","Lilly Corporate Ctr","cd24e7b2-0305-4042-97a4-53002258e95e","-","Indianapolis","Address_1","4628"
