"id","responseCodeEnabled","uuid:ID"
"ResponseCode_1","True","b7d92558-52c2-4976-8afa-7c6d8fd9965d"
"ResponseCode_2","True","64c69978-e623-44e1-95f2-4ded425eae12"
"ResponseCode_3","True","fd050406-c470-4ad2-a5eb-4e74fa524bcb"
"ResponseCode_4","True","096182a9-9b0e-490b-942a-e3ebf614fd84"
"ResponseCode_5","True","8473cb04-5d82-42c5-a563-f55e0ff50652"
"ResponseCode_6","True","c38a6059-1ded-4b12-a358-75b8d3dd31a5"
"ResponseCode_7","True","8d961d35-bd75-4ccf-8111-2c472e171099"
