"uuid:ID","maxValue","minValue","id","isApproximate"
"3ece5008-5cbf-4707-b497-ef7ecb3a9f9d","120.0","120.0","Range_2","False"
"74dd4b66-7323-46bf-a7a7-71494bf0fe35","100.0","100.0","Range_1","False"
