"uuid:ID","id","value"
"3fff4a9b-c626-4ec3-9bd4-6e49569d2d7d","Quantity_3","1.0"
"029b2640-2d19-4ae6-89df-171bd9574e8c","Quantity_1","14.0"
"b26eef50-42ca-4d1c-b894-783e59440d72","Quantity_2","12.0"
"48406ee6-4291-404c-b246-fe248bea4d41","Quantity_6","1.0"
"ea88fd21-92a4-466b-ae44-cfc2f1dd510b","Quantity_4","14.0"
"5f4086d4-08a5-496d-a31a-9fb81054e972","Quantity_5","12.0"
