"name","uuid:ID","description","label","id"
"COHORT1","0f8658ec-9623-47c3-892c-fe0364fd2c7a","","","StudyCohort_1"
"COHORT2","32847969-896a-4ca2-aab0-c31c968482b5","","","StudyCohort_2"
