"name","text","id","uuid:ID"
"AP_1","ITT","AnalysisPopulation_1","fa567586-2c3e-49c7-8f72-9eb9e488d535"
"AP_4","ITT","AnalysisPopulation_2","85540d5a-f46d-4776-ac25-fa4761d51c65"
