"uuid:ID","instanceType","id"
"f6d2057b-bb1d-4083-9893-f3a5be1b1eb2","StudyCell","StudyCell_1"
"deaf45be-8231-4a8c-bdf9-b4358a5f87e3","StudyCell","StudyCell_2"
"deee37c4-12d6-4329-9337-8cf4c538fd53","StudyCell","StudyCell_3"
"c2a7a7ca-26c6-4e69-9731-b93f31473d50","StudyCell","StudyCell_4"
"4d06feae-4501-4cf3-a675-feafcfc6657b","StudyCell","StudyCell_5"
"9857931e-82f9-47d0-99ac-d0ea0054f86d","StudyCell","StudyCell_6"
"9458f3dc-7337-4905-9678-cb64673f127d","StudyCell","StudyCell_7"
"1ed0dc68-ee80-4059-b760-c548b0727b68","StudyCell","StudyCell_8"
"b8405b71-be80-426b-89f4-20bd1606665d","StudyCell","StudyCell_9"
"b8c350b4-0edf-4cb5-a556-a1fa764b4bb8","StudyCell","StudyCell_10"
"19dd1b80-eb51-4ae8-b34c-11eaa730fea3","StudyCell","StudyCell_11"
"71fcb8ca-3b2b-491b-9ecb-24affd863c16","StudyCell","StudyCell_12"
"a946bb4e-e18e-4e76-a182-df885c7ba804","StudyCell","StudyCell_13"
"9926810f-377e-4d02-97da-3c1bca889c94","StudyCell","StudyCell_14"
"b1e620a0-4c2e-417a-9e95-815dccbd521f","StudyCell","StudyCell_15"
