"id","description","name","uuid:ID","label","instanceType"
"StudyElement_1","Screening Element","EL1","1f87ae40-2855-4bb9-9e6f-3f112f633d5d","Screening","StudyElement"
"StudyElement_2","Placebo TTS (adhesive patches)","EL2","8e82a8be-45f8-44b4-9e9c-8cbb6838b43f","Placebo","StudyElement"
"StudyElement_7","Follow Up Element","EL7","2ff1dbc6-5a72-41c0-ba57-f14732a587d9","Follow up","StudyElement"
"StudyElement_3","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","EL3","fbfdb77d-19a5-4942-858f-1e7bb3dd3e56","Low","StudyElement"
"StudyElement_4","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","EL4","f2080eb8-9790-4124-a039-4ca90823d073","High - Start","StudyElement"
"StudyElement_5","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg + 25 cm2, 27 mg","EL5","8d789bf3-b7dd-4ba6-bccd-bbb561bfef11","High - Middle","StudyElement"
"StudyElement_6","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","EL6","b23e79a6-6cde-45f8-8c81-91d1529e6108","High - End","StudyElement"
