"id:ID","uuid","standardCodeAliases","id"
"393","7ab4ef4e-8a2c-4781-9c4b-5c94bb99121e","[]","AliasCode_38"
"394","a528a927-e2f5-4bcf-906d-8539b008ae6f","[]","AliasCode_35"
"395","a27f461b-e170-4663-b942-c3663f07e499","[]","AliasCode_40"
"396","39968e5a-5e0c-45f0-8b82-18e856b52c85","[]","AliasCode_41"
"397","28591dfc-40a3-4711-a17c-00500f14d35e","[]","AliasCode_39"
"398","431e247d-919d-4c06-b425-d74b6a270670","[]","AliasCode_43"
"399","335e3e6d-065d-4c71-bf7c-8d9c7e399f4e","[]","AliasCode_44"
"400","7b8fbc58-0d83-444c-bac2-66503dc47eb6","[]","AliasCode_42"
"401","61a9d009-4f53-4698-8064-1d7a54526353","[]","AliasCode_46"
"402","9fb3b538-b1f2-4c61-b943-49ad92f80e9b","[]","AliasCode_47"
"403","f292b99f-80d5-4bcd-9cf7-7addeacb0813","[]","AliasCode_48"
"404","8295c539-1d25-4998-b151-1b16f381f468","[]","AliasCode_49"
"405","2e733f99-7b64-4bfa-a6c2-cd10b4871887","[]","AliasCode_45"
"406","75bedb16-fb85-442a-b0d2-b56b9c9c1e3a","[]","AliasCode_51"
"407","4b87bd8c-3a87-4b20-8fc2-26eed38da7f3","[]","AliasCode_52"
"408","cb0c3fdf-dea7-4f31-bc7b-c8d6f7c550d4","[]","AliasCode_53"
"409","2b7dc834-dc8a-4a69-ab08-b8f4635de545","[]","AliasCode_54"
"410","e4206df8-0673-40f6-a508-521249e17002","[]","AliasCode_50"
"411","c9feb899-fa3a-4d70-a678-3968a7f2d6dc","[]","AliasCode_56"
"412","3098e6f9-383e-49d2-8a1c-88342fa1b869","[]","AliasCode_57"
"413","3d62d73d-001b-46e4-977e-b5cc2673a672","[]","AliasCode_58"
"414","d5ee1fb7-8f5e-4f1e-a60f-1d92d08e1274","[]","AliasCode_59"
"415","56acfeec-cfa4-4d76-bdd5-3ae145f4fd13","[]","AliasCode_55"
"416","4493eb06-bcf2-448d-98fd-340d0d7e8ce8","[]","AliasCode_61"
"417","694f3706-a139-4e53-a615-f1b9775bb07d","[]","AliasCode_62"
"418","7a8f0508-1631-4767-a427-01fa7e66f3a9","[]","AliasCode_63"
"419","3f0c413b-ce4a-4e54-ace9-653760f4ffa7","[]","AliasCode_64"
"420","dd728f3c-28a5-4d4b-bb4f-2c5ad11d5c13","[]","AliasCode_60"
"421","b9232c9e-84d3-493b-b819-7b4a5e311e01","[]","AliasCode_66"
"422","01dc26dc-11ac-49f2-a214-e2da183fb0b3","[]","AliasCode_67"
"423","89d57081-67b6-4a1d-b84e-df9aa164c026","[]","AliasCode_68"
"424","db7639f2-33af-4574-8248-ba029f17e524","[]","AliasCode_69"
"425","50cb2c11-1ef8-4e72-b8cf-87cd43b2f2ca","[]","AliasCode_65"
"426","a93dc702-f67f-4dc2-a243-e30acec61fa8","[]","AliasCode_71"
"427","cda4b4d5-9d37-441b-9d58-30f808f90760","[]","AliasCode_72"
"428","a99a05a9-c848-4ec5-a9d6-74a54ad662d5","[]","AliasCode_73"
"429","82ac4cf7-50dd-4292-98d7-ac2db9094810","[]","AliasCode_74"
"430","ea32b44f-fd84-4ec5-91fd-d85a9fe1f2b9","[]","AliasCode_70"
"431","cf1f67fa-f73a-486a-a70c-8d9195456cda","[]","AliasCode_76"
"432","467004e5-fbf0-4680-8812-a44ec7662e5c","[]","AliasCode_77"
"433","d5f99b68-a594-4e9c-a4c9-d3525650d225","[]","AliasCode_78"
"434","5612fb3b-bc56-4609-a7b1-578e413617b1","[]","AliasCode_79"
"435","296df6bb-3677-4703-9621-ea2bd3526fe1","[]","AliasCode_75"
"436","1c9f8767-54f8-4a25-9ee3-0232735f439d","[]","AliasCode_81"
"437","2af05598-33b5-419f-84c5-4aad755ed72b","[]","AliasCode_82"
"438","29ac92b3-8f74-4091-aad2-fb3bfe38ab93","[]","AliasCode_83"
"439","877c7da4-0433-4cc1-9fdc-ab9649491c67","[]","AliasCode_84"
"440","5ad4a237-6dbc-4346-8182-e1bc3bd7ce03","[]","AliasCode_85"
"441","b4d9faab-8691-49b6-b993-17c169e15167","[]","AliasCode_86"
"442","f234b665-e086-47c5-8c8a-3763fe10354d","[]","AliasCode_80"
"443","92d251cc-9e28-4d1b-ae65-09745e7329da","[]","AliasCode_88"
"444","358eb2bf-705b-49ed-93e3-48a9dcf3c389","[]","AliasCode_89"
"445","2607363b-7b6b-4093-8e3d-e8f51ffc4aa3","[]","AliasCode_90"
"446","fe227f5e-6037-4d8a-af0c-1b14b9739d6e","[]","AliasCode_91"
"447","ac2b732d-d752-4474-9c92-a616b13cf950","[]","AliasCode_92"
"448","046c1539-8c14-4cd5-9e41-93b77fb66f1c","[]","AliasCode_93"
"449","69096880-3f54-4511-8822-8bed7029418b","[]","AliasCode_87"
"450","f6c43ab7-6fc6-49ac-b2b6-8132969b5f32","[]","AliasCode_95"
"451","35ab2203-b7d0-46d9-b474-e3b8b81fb6e3","[]","AliasCode_96"
"452","4e31e512-66b0-45f7-afe6-d89fa0a4862c","[]","AliasCode_97"
"453","23325b9d-9350-4090-982c-21dac352a6e2","[]","AliasCode_98"
"454","2b063ab5-a867-4afa-8097-ab1b7e53f0fd","[]","AliasCode_99"
"455","7eacce98-bb75-4253-b7be-b1f819e82143","[]","AliasCode_100"
"456","a613ccdf-5af9-48dc-800e-a8193dc10fa2","[]","AliasCode_94"
"457","354deadb-ba14-48a8-ade1-fb34b32727a8","[]","AliasCode_102"
"458","e5c61289-adee-42b8-bebf-f5f184d64686","[]","AliasCode_103"
"459","e54b66c8-1cb3-4923-b4df-3a95a800122b","[]","AliasCode_104"
"460","d024e495-2f53-47a9-ad51-4bd80a93c8ab","[]","AliasCode_105"
"461","221b8f83-9078-4da0-8028-86674a623676","[]","AliasCode_106"
"462","97b0c03e-697d-44b4-94cd-ba09828083d3","[]","AliasCode_107"
"463","209dfc2d-601b-43e3-bcd7-5e8e9306aa36","[]","AliasCode_101"
"464","7185852a-8a76-4485-8d51-50a7cb9ab51e","[]","AliasCode_5"
"465","d9a60cf2-0b1a-452d-9791-9875532f187f","[]","AliasCode_2"
