"uuid:ID","instanceType","otherReason","id"
"f2a51353-6928-4ed3-8867-883ec448fb91","StudyAmendmentReason","","StudyAmendmentReason_1"
"e3e30eb2-5ee5-41ba-94ce-ae1bfd35b06c","StudyAmendmentReason","Fix typographical errors","StudyAmendmentReason_2"
