"id","isApproximate","uuid:ID","maxValue","instanceType","minValue"
"Range_2","False","85ee8a3a-c01e-40a9-9fa1-16390b5c4d52","300.0","Range","300.0"
"Range_1","False","dcfd7638-5806-49e9-86c8-b4aabba21728","300.0","Range","300.0"
"Range_3","False","7b6f4b0a-0da8-4c62-9185-b9df2450d12e","100.0","Range","50.0"
