"id","uuid:ID","standardCodeAliases"
"AliasCode_1","2726a5c8-72d7-4cc2-8118-eeb06c482a43","[]"
"AliasCode_3","2df21358-25b8-4dcf-9595-fe89d9fe4de2","[]"
"AliasCode_4","a8f03c95-670c-4b18-9b94-7c0efa0c5128","[]"
"AliasCode_109","c4b17f07-a504-4b08-aee6-4abb087d2a45","[]"
"AliasCode_110","4cc32d8b-7e38-43b4-8f8d-fc6b94e4ff2a","[]"
"AliasCode_111","6acfac6d-4375-4a03-8c20-4b6dd2b98335","[]"
"AliasCode_108","230d7c18-c31f-4e75-98c2-35dae2175ac2","[]"
"AliasCode_113","f9a22643-c11b-464b-9868-7062f4696d21","[]"
"AliasCode_114","feccc14e-e797-45ae-88ae-08dd0616ee29","[]"
"AliasCode_112","3ed583bf-6d06-427c-b26e-eadbed6c2dd4","[]"
"AliasCode_116","ff73091e-4ba9-4ed6-8529-e4efae2ec2af","[]"
"AliasCode_117","ad17b8ca-195d-4a52-b956-2be3eec4e97f","[]"
"AliasCode_115","91d3a58d-1127-43e1-8a2e-f67649011b22","[]"
"AliasCode_119","00982fea-1815-4021-ab2f-98cb9705d917","[]"
"AliasCode_120","9b527855-5353-4196-ac9c-6138aab01ff9","[]"
"AliasCode_121","0c2c50ef-a887-4795-b0ce-a799d2b8e401","[]"
"AliasCode_122","6279e46d-56f8-4838-8086-9b21ee67d4c7","[]"
"AliasCode_118","56953fc8-2fed-434b-a015-14675613c235","[]"
"AliasCode_124","0dc3f49d-3f06-4bfd-aa39-67e2b3f2c5ed","[]"
"AliasCode_125","4b83abf5-16d7-4e9a-b40f-f88eba4aa4c9","[]"
"AliasCode_126","08460f41-3d6b-4a26-a9f0-0a430b4cc7ac","[]"
"AliasCode_127","2fd9c7b0-c174-428d-afd7-80e4f6ca68ec","[]"
"AliasCode_123","3f45191c-a1f4-4077-b7a4-7c828f178655","[]"
"AliasCode_129","94065fad-858d-49fc-b26d-d0a433fd0315","[]"
"AliasCode_130","6dd75e78-da50-4c69-8f75-e7c6424afcdf","[]"
"AliasCode_131","d7822a2b-8c6f-4ca7-863d-9c2235e51b49","[]"
"AliasCode_132","d793a6aa-112b-4c37-8bec-1442e520aea6","[]"
"AliasCode_128","33fb9fff-59fa-4245-b0ab-2aa5070edeea","[]"
"AliasCode_134","3098ba11-6881-48b9-8c4c-c2d355189651","[]"
"AliasCode_135","99af94d8-8e98-4b5e-a761-bbc80c214fff","[]"
"AliasCode_136","a17c219a-f636-4d7c-84aa-e007f0ff984e","[]"
"AliasCode_137","8de48539-1346-4d8e-89b1-8270f2eee3ac","[]"
"AliasCode_133","b825a1f8-aef0-4566-aa29-34bc2ddca4c5","[]"
"AliasCode_139","c070f253-0add-462e-8778-2644cb32119a","[]"
"AliasCode_140","53dd7a52-1fae-4799-80ed-160f9c6f82fb","[]"
"AliasCode_141","89b3ed55-1099-4820-b7f4-295481107c7a","[]"
"AliasCode_142","65aa4603-7e8a-47aa-9589-fb47064ea092","[]"
"AliasCode_138","e3884a56-947f-491d-a9a4-0e642b28d44b","[]"
"AliasCode_144","633587b1-643b-45e1-9c69-fd585d340e7c","[]"
"AliasCode_145","9b9aa0e0-fd1e-45cb-ad9c-4b3171e8b537","[]"
"AliasCode_146","5c636f17-1650-4729-817b-ee20fe0d2b9a","[]"
"AliasCode_147","8dbc56f1-69b3-42aa-87f7-be24ea734a2f","[]"
"AliasCode_143","f217e6bd-fa96-4366-9944-866b9211a357","[]"
"AliasCode_149","0fd48625-8462-49ae-a6c7-7ab8ad2bce65","[]"
"AliasCode_150","bd315756-4823-485b-ac7f-1793384d6774","[]"
"AliasCode_151","70b7c87d-5bc5-4dcb-99da-8e2271d92d80","[]"
"AliasCode_152","38a0a05e-5bee-4935-ac19-24a77feca3f9","[]"
"AliasCode_148","028aa277-2462-402f-af1d-9c817c3d321c","[]"
"AliasCode_7","16470820-802b-4968-aeec-c457d43d09a0","[]"
"AliasCode_8","4998bb2c-7dd4-49d7-ae70-c1a6a18204cc","[]"
"AliasCode_9","78ed9d28-6d59-4070-93eb-b9bb20674143","[]"
"AliasCode_10","acda9d6e-ba7d-4db5-8e4c-bca0856900f4","[]"
"AliasCode_11","90e44b3f-ed07-4f8d-a785-790c14961b77","[]"
"AliasCode_12","cb2a48ac-0760-45bb-bd8e-3c7d2922191b","[]"
"AliasCode_13","13e84d8c-a2ef-4462-8998-2c89e5975426","[]"
"AliasCode_14","1d60fc55-4660-4a81-97df-47f20b72e26b","[]"
"AliasCode_15","6f06699c-719a-48d4-aeee-5d347e18e679","[]"
"AliasCode_16","8a3f5bf7-fe9d-4a41-8ec7-f73ef1576b6a","[]"
"AliasCode_17","6612d930-eec0-439a-8c4d-853f6f574871","[]"
"AliasCode_18","0b3243dd-0c8c-472b-ad6c-1bcde7982215","[]"
"AliasCode_19","a648921e-ec42-471a-bf09-f3c862ecbb61","[]"
"AliasCode_20","205806c1-a2b7-4897-9732-85e6141b0844","[]"
"AliasCode_6","b750037b-c1d3-477d-bf20-50195f38bcb4","[]"
"AliasCode_22","bf15cfbe-0f0a-4f2a-b853-1c3e4fbcb933","[]"
"AliasCode_23","a140135c-b7b3-4a00-b31e-798a0d7d9779","[]"
"AliasCode_24","e49bc652-a1c9-42ce-9448-665a3982c086","[]"
"AliasCode_25","05569a4a-f68e-4bfe-8fd1-24290369eb13","[]"
"AliasCode_26","6880549d-cf11-4711-8ee6-42b6671edd60","[]"
"AliasCode_27","f4f7d578-f6b4-4fd9-81e6-91fde5ce96f5","[]"
"AliasCode_21","c4a8d35a-899e-428b-9ed5-5be285955e86","[]"
"AliasCode_29","e005426d-e40a-498d-b17a-d967f739deae","[]"
"AliasCode_30","73b139f2-4534-4df1-afa1-797d20ba25da","[]"
"AliasCode_31","be9ec8c5-7a44-47dc-a12d-711c2ff76430","[]"
"AliasCode_32","40fac47a-9dd2-4774-983d-09cefb55f469","[]"
"AliasCode_33","662b7c12-af2b-46fd-8e2c-994dec7098d0","[]"
"AliasCode_34","a7a4b536-1950-4de3-88a2-7045e757f32a","[]"
"AliasCode_28","2a2d08d7-2f37-460a-9108-59de826bac72","[]"
"AliasCode_36","045b7988-2ff6-40f8-a40f-8fbc44d152d7","[]"
"AliasCode_37","41267901-a7ab-4976-b37a-f667340426f8","[]"
"AliasCode_38","a9170b89-23c7-4b47-bf16-220cb6c4faaf","[]"
"AliasCode_35","5c3bba66-f79b-4537-a7aa-5ba1ca9f6dc5","[]"
"AliasCode_40","5aae14e7-c3b8-4c8f-b721-dec8621fa831","[]"
"AliasCode_41","96af1982-90e2-458d-8285-faa82ffc39db","[]"
"AliasCode_39","ddd0b9d2-39dc-470e-9b67-73a009dfa5a2","[]"
"AliasCode_43","f9d9f626-47bb-40b9-92f2-6c0fb00f08f1","[]"
"AliasCode_44","24434235-823c-43b3-9f59-74ae94480d85","[]"
"AliasCode_42","8ca1cbff-d032-425e-ae4d-71612bd982db","[]"
"AliasCode_46","d51c8ce5-0aba-4d91-895a-b6b89fc2449a","[]"
"AliasCode_47","ab74d47f-875a-4f73-b16d-e9f805621ba2","[]"
"AliasCode_48","f1924553-fe85-40de-aa89-b849841ee1e4","[]"
"AliasCode_49","0c3c0d79-339d-4eb0-81f8-5005e635afb7","[]"
"AliasCode_45","de55e7ac-0e98-45e8-8800-73ebaa8fdcc1","[]"
"AliasCode_51","bffce06c-d88d-40b7-99d1-3e26361cbc50","[]"
"AliasCode_52","942473b0-174b-4907-ba1e-b6a7ba7cf097","[]"
"AliasCode_53","3c233cdb-735c-42ef-acde-c3e04aaa832b","[]"
"AliasCode_54","ed100c60-48f5-4bdc-a22f-470135cc4cd5","[]"
"AliasCode_50","89b8dc0f-5481-4dc8-a46c-63130a2fbfc1","[]"
"AliasCode_56","b20e0fef-03e6-487f-b845-5dd1c539f310","[]"
"AliasCode_57","e7394b71-cc63-4bb0-888e-6730b7c2d01a","[]"
"AliasCode_58","4fb1547a-796c-4b51-b409-7acf755bcf63","[]"
"AliasCode_59","2c584efa-990f-4e3d-a40c-c0137e91a588","[]"
"AliasCode_55","7847a45d-d1d2-4bf1-bda5-1d4686690f62","[]"
"AliasCode_61","24eea4a7-2d6f-4529-b6cd-e082b4cd48de","[]"
"AliasCode_62","80f3b7fd-0e89-4e70-ba6c-6331d13a927f","[]"
"AliasCode_63","55f4b69b-68a3-4148-b6a0-260cf99fc54c","[]"
"AliasCode_64","8b00c979-5438-4ee5-a0c8-eb9d0e7e9930","[]"
"AliasCode_60","233a24e6-5a0a-4249-9683-f6adc6217c7e","[]"
"AliasCode_66","58efee10-6c9e-40ef-b1b5-8a8ca614d353","[]"
"AliasCode_67","14304453-13bc-464e-88f8-c0b7e92f5f15","[]"
"AliasCode_68","98407357-879f-4131-b687-38d08c09dc39","[]"
"AliasCode_69","4d9aee14-d36a-4df3-a7ff-a88acc6a1832","[]"
"AliasCode_65","e17d53c2-b989-40a1-b9dc-2e9de28b2598","[]"
"AliasCode_71","ce9a0728-52a3-4671-968a-c4596d8716e1","[]"
"AliasCode_72","d1a34ab8-a30e-4f8d-9459-fa937eb1d22c","[]"
"AliasCode_73","10f83807-7eb2-485a-badb-27f817fc762c","[]"
"AliasCode_74","e607aea4-3250-4c19-9017-dffe7bb4b74d","[]"
"AliasCode_70","5e979567-c23b-46e7-9508-4e344cf7882e","[]"
"AliasCode_76","0b0ebcf1-6be3-48e8-b8a2-ab73ef49a64b","[]"
"AliasCode_77","7f4a4bdf-d0d6-4043-82ef-0d4ff8ad1813","[]"
"AliasCode_78","deab13ae-4b98-4cfb-b917-cfb06e5d41a2","[]"
"AliasCode_79","c8412ff7-dca7-47ac-86db-b30e3da2e3c4","[]"
"AliasCode_75","a031440f-660d-4878-9879-a19a10729407","[]"
"AliasCode_81","c36de18c-e0f8-4321-a923-d4d262e0b5d1","[]"
"AliasCode_82","9149383a-d3ef-43b4-85ac-04451f90c671","[]"
"AliasCode_83","da23e8c2-e719-4573-8ea9-fdd7c5f3d82e","[]"
"AliasCode_84","abd02d5b-2c60-4d50-a84f-7aad9c013311","[]"
"AliasCode_85","8c194dee-655f-4e64-85da-091d35b9fb75","[]"
"AliasCode_86","d57f9d01-21a7-4fc3-90d8-357f4bdccaf5","[]"
"AliasCode_80","82f52c7d-cbce-4f13-84e1-9d3e118223ac","[]"
"AliasCode_88","f82d2198-37d0-498e-b743-c9e7610ffd01","[]"
"AliasCode_89","058a899d-d054-429d-9ebf-763ce3276a20","[]"
"AliasCode_90","0a174618-5abc-4a9d-b979-bc2eeb5fddf1","[]"
"AliasCode_91","27c9441e-582e-4fb2-b7f9-756199c35d5c","[]"
"AliasCode_92","5c83d61a-1905-48ba-88a3-74b327ac51cc","[]"
"AliasCode_93","a00ce774-9b08-4514-acfd-86a6c9514879","[]"
"AliasCode_87","f4e58e54-8728-484b-a319-93339ebe7cd9","[]"
"AliasCode_95","825340a4-d1f3-441a-a5e1-74bb920a18af","[]"
"AliasCode_96","3ab93990-b7f8-4b23-9463-b9f38fb0e6c1","[]"
"AliasCode_97","9a6a6792-ecdf-42d1-8731-857f66ed6867","[]"
