"postalCode","uuid:ID","district","state","line","id","city","text"
"4628","45255ad4-8a99-4c64-8f84-f5a83790fb96","-","IN","Lilly Corporate Ctr","Address_1","Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
