"uuid:ID","id","responseCodeEnabled"
"c902f8ea-4f7c-4170-9d60-dc99fff997e7","ResponseCode_1","True"
"d3874850-0423-4b6e-8c41-bb7a680ad09e","ResponseCode_2","True"
"d1e1a165-f6be-4ae5-892b-8a5db231393a","ResponseCode_3","True"
"452fb790-16e8-4721-8d9a-19c7e8316006","ResponseCode_4","True"
"e03485ab-81d8-49aa-afdd-0e8db1c3bc56","ResponseCode_5","True"
"1da0b4eb-af6d-4aeb-aaf1-07568801b871","ResponseCode_6","True"
"177d21bf-6176-45ff-a25a-884e240c98e9","ResponseCode_7","True"
