"description","label","id","name","uuid:ID","text"
"","","AnalysisPopulation_1","AP_1","b701b110-5d0e-4974-aafe-4f819e5c12dd","ITT"
"","","AnalysisPopulation_2","AP_4","ecc59ac2-a9fe-4665-8491-241269dd7db1","ITT"
