"id:ID","uuid","standardCodeAliases","id"
"314","1eaa5e71-d8b8-4ca6-9ccf-590133308aba","[]","AliasCode_1"
"315","fe8cb4b7-58bd-4313-abc6-5fbd19a5391d","[]","AliasCode_3"
"316","5b64e498-8ab1-45e9-bba6-a1da3efbd705","[]","AliasCode_4"
"317","e568755b-f5b3-4526-9164-0b460e553c9d","[]","AliasCode_109"
"318","5b213e95-089d-443d-9b4f-dc6f527b7e5f","[]","AliasCode_110"
"319","cbbf7998-ccd7-428d-89ab-be15e8268321","[]","AliasCode_111"
"320","b174d146-ab9a-4b6e-9841-4ec4e54d1092","[]","AliasCode_108"
"321","4c0d881b-ad15-43da-9859-59727f38f43b","[]","AliasCode_113"
"322","ad246526-5e88-4756-a8ab-d3acd49759ed","[]","AliasCode_114"
"323","d41d7637-3c9a-4d5c-9a25-6a9ff1f418ba","[]","AliasCode_112"
"324","5cfae776-4324-4cf2-b697-97e115fbd70d","[]","AliasCode_116"
"325","c504409f-5397-4cd4-8f9e-6617a5df78d4","[]","AliasCode_117"
"326","5716fd7e-6409-470d-9ade-8c9c2de3a995","[]","AliasCode_115"
"327","22ef1244-7be3-4227-bb0c-3a65a53465d8","[]","AliasCode_119"
"328","8b34b63d-1553-451e-b95b-83f7a6da4ce9","[]","AliasCode_120"
"329","f58f3cc8-5e31-492d-92a7-efc7ad338ea3","[]","AliasCode_121"
"330","40dc957b-004b-4f79-8b03-9a67a530f1b3","[]","AliasCode_122"
"331","5398501c-0461-4c7a-b408-9a207152e63b","[]","AliasCode_118"
"332","42df6f25-bca1-4cc9-9aac-04b5772f6637","[]","AliasCode_124"
"333","f0ee39b2-8d8e-4820-8a73-3529bb2e7ce8","[]","AliasCode_125"
"334","20f7bea9-2280-48db-8e74-80078e03967a","[]","AliasCode_126"
"335","f2b1c616-d7e0-4906-bc79-33f254275e48","[]","AliasCode_127"
"336","ecfb54c9-603d-4199-8aaa-6123da37831e","[]","AliasCode_123"
"337","c20275ff-d6bc-413e-911e-a6dd32c7d4c8","[]","AliasCode_129"
"338","96eff46a-d35f-4b99-ba38-d7ade5136043","[]","AliasCode_130"
"339","d3067e88-98b1-4990-8bba-7209c7efb39d","[]","AliasCode_131"
"340","d73d5b45-40a5-4e5f-822e-8c4008d7af1c","[]","AliasCode_132"
"341","ffbdbc0e-68b3-4972-a3e9-625d97bde5a7","[]","AliasCode_128"
"342","3b5ab5d8-f0b2-4f58-82ff-e79aeb5bb025","[]","AliasCode_134"
"343","342bada2-2773-4b77-9bc2-bc85675647db","[]","AliasCode_135"
"344","f2ba4235-281b-49ed-92bd-9699f7faa4f8","[]","AliasCode_136"
"345","3257ac35-699e-480e-9011-909c402ac67f","[]","AliasCode_137"
"346","40e00885-c41d-45ff-98a7-285f9c44f6e7","[]","AliasCode_133"
"347","14300f12-b515-4efb-8633-c88034e7cb8b","[]","AliasCode_139"
"348","348e1e9f-fce1-4902-8379-9fb0e5e8b20e","[]","AliasCode_140"
"349","f9a71c95-772a-41c4-92f8-89bf18afb1ff","[]","AliasCode_141"
"350","dcd0849f-cc12-4211-982e-55f2272228c7","[]","AliasCode_142"
"351","aa33e7c4-1bca-4ec8-9bbb-af1b4a4c51f1","[]","AliasCode_138"
"352","e5f3a57f-399b-49e1-a145-53e3bc2a469d","[]","AliasCode_144"
"353","1bb602aa-7fe9-42ba-ba6f-4e4c5fdc7b75","[]","AliasCode_145"
"354","4bfb4878-7efe-48db-82d5-c1a1cb063d6f","[]","AliasCode_146"
"355","4d84cb93-b878-4776-b5ac-5ec976e9edfd","[]","AliasCode_147"
"356","495f4bfd-cf16-4d0f-81e0-9bef38375b38","[]","AliasCode_143"
"357","a8469076-5138-4235-ba4c-f44ac7bf8743","[]","AliasCode_149"
"358","b0ce0679-fc8c-4e72-a44c-8e07de7a5660","[]","AliasCode_150"
"359","2dbd396f-f059-43c5-8fc6-c3470907907e","[]","AliasCode_151"
"360","fd074cdc-b267-4629-9452-ca5051143dc6","[]","AliasCode_152"
"361","25b926e4-316c-423d-b7bb-422c4925365a","[]","AliasCode_148"
"362","2573c2aa-0e92-4e8d-8f06-056d8dd7d599","[]","AliasCode_7"
"363","82ad756c-f92a-49de-8136-660a7b492db3","[]","AliasCode_8"
"364","3dfe5589-3b5b-4137-96dd-54500c612e32","[]","AliasCode_9"
"365","dd410c6b-9b95-407b-b64e-d6cb299fedfa","[]","AliasCode_10"
"366","36278228-10e1-4f5f-b355-5bf9f80fe7b9","[]","AliasCode_11"
"367","2cd9950e-0dac-4ada-be7a-559fa2a3f2e6","[]","AliasCode_12"
"368","b57190e2-3d31-4de7-8e07-3b5ca829a284","[]","AliasCode_13"
"369","3a6df870-103e-40ec-8811-c5daa69ddd80","[]","AliasCode_14"
"370","dce62cf3-feca-4eab-84cc-c0d58a6f8f27","[]","AliasCode_15"
"371","787dc015-1380-4877-a483-971ccc59cc0a","[]","AliasCode_16"
"372","b151844b-bfbd-4ee9-b297-3ec7fbc91af9","[]","AliasCode_17"
"373","0a6c2fa8-480e-4d39-9991-07796fd7fff4","[]","AliasCode_18"
"374","21cac6fe-3e4b-4c80-a28a-1952e0c770ce","[]","AliasCode_19"
"375","8fdc48f8-66ec-478a-bd93-1b8be06c8910","[]","AliasCode_20"
"376","29f1ee01-9dc8-4ae5-86b1-9e23f78c87a3","[]","AliasCode_6"
"377","a9a9314d-0ec3-4c6c-85fc-85ef9e12d660","[]","AliasCode_22"
"378","e28fa4e0-b872-4807-9d57-ff1b663a5345","[]","AliasCode_23"
"379","234e8bcd-96b5-48f8-b9b5-3b7cf4217349","[]","AliasCode_24"
"380","ece95ff5-952a-4572-8af0-8f1eb2ae6ddb","[]","AliasCode_25"
"381","e2c37036-640e-4de4-a473-5209bcb1d540","[]","AliasCode_26"
"382","5020ee73-d72e-453d-ae6f-eb514f864e7b","[]","AliasCode_27"
"383","399a37eb-a5f3-42ce-9fa6-fa078ad4805d","[]","AliasCode_21"
"384","7970f039-24f0-4425-b498-8de32e103286","[]","AliasCode_29"
"385","74a20ef2-751f-4d98-b84b-ce08e27066d2","[]","AliasCode_30"
"386","90d47a09-e897-48aa-8527-c61a0ab8ca4f","[]","AliasCode_31"
"387","8e2baf2d-a5c8-40fa-8ae3-6e4e7c76e95e","[]","AliasCode_32"
"388","2f900f74-ab8f-4349-8cef-f3f801636dd6","[]","AliasCode_33"
"389","474c0b62-5321-45fc-948e-c1a2ab4ee53c","[]","AliasCode_34"
"390","dca4fc4d-f970-4f00-b2f0-0e17fa4a398c","[]","AliasCode_28"
"391","3f45f07a-f791-4988-833e-01710ad0975c","[]","AliasCode_36"
"392","7ed6ab0e-451b-4302-9907-869fb546d53c","[]","AliasCode_37"
"393","c217b200-28dc-4498-b574-2e5b31d55954","[]","AliasCode_38"
"394","5de25e8c-28bd-4ef1-9dd8-1d50afddec95","[]","AliasCode_35"
"395","4c9f7859-ed49-497a-9763-ce482351ddb2","[]","AliasCode_40"
"396","1b2c1822-964e-4a74-ab15-717d3a1e2859","[]","AliasCode_41"
"397","355f6b3c-b421-4f1d-b20f-3ada8c521bc4","[]","AliasCode_39"
"398","42e78460-3873-4d7f-b1ed-96f005b0adb2","[]","AliasCode_43"
"399","7a233b3b-44a7-4080-b852-8aba5d26fd8c","[]","AliasCode_44"
"400","482ea968-dec0-4c2b-a348-7f683e81f0b4","[]","AliasCode_42"
"401","4fffe488-349d-49d5-bfc4-707ca443a5cb","[]","AliasCode_46"
"402","530b6a46-b314-4100-bee1-b8f64c6d5681","[]","AliasCode_47"
"403","bbc6cc1e-6362-4845-8bfc-0aeff7377ac8","[]","AliasCode_48"
"404","666040ab-f5b6-4af3-ab9f-79cde424da89","[]","AliasCode_49"
"405","9cc06544-5f8f-4a97-84ab-05fced8063c0","[]","AliasCode_45"
"406","6a88664f-5faf-46d5-9edb-2dfc00162f1c","[]","AliasCode_51"
"407","c64e0931-c14f-4da0-9d95-1b4c4efa77f6","[]","AliasCode_52"
"408","5fe652df-ee86-428c-93c3-7f74668c802f","[]","AliasCode_53"
"409","e7c4850a-a827-4b7c-8188-2cc197ebfefd","[]","AliasCode_54"
"410","3125298b-4167-4407-9d1f-b52fab08d56c","[]","AliasCode_50"
"411","478cd5e6-1ad4-4d2a-9150-93fd7976b57f","[]","AliasCode_56"
"412","9adbbff4-3d20-44af-b849-7cda064fd8b6","[]","AliasCode_57"
"413","0092a88c-07df-4e61-986f-cb86b773130e","[]","AliasCode_58"
"414","c03fef5a-02e6-4f9f-b5f8-596fe6fe1a97","[]","AliasCode_59"
"415","5ca78312-ca97-4ee2-b34a-28abfc722c50","[]","AliasCode_55"
"416","9df1815e-94f4-4415-bc29-bd48ab36dd2a","[]","AliasCode_61"
"417","49ff23d6-7866-4473-a194-e0c55ce01f3f","[]","AliasCode_62"
"418","be86bd08-af7b-41a0-bc7f-dc270a199092","[]","AliasCode_63"
"419","0caf8d50-0326-44e5-8522-37e1110b7747","[]","AliasCode_64"
"420","dd8f5b11-1387-42fd-b6cd-d1296b8f8dbb","[]","AliasCode_60"
"421","ad857460-d4d5-474d-8ff7-26e671639f8e","[]","AliasCode_66"
"422","a9405d05-9d22-40b1-aa98-2cb35bb5e85c","[]","AliasCode_67"
"423","d51126b1-b976-4d4b-a9f5-566dbf5beb8f","[]","AliasCode_68"
"424","6a978539-8c9f-41c2-8fd8-838756492f28","[]","AliasCode_69"
"425","860bef04-16f3-477d-a368-9e410492e44f","[]","AliasCode_65"
"426","cbcc3b31-f9f6-499a-aa6c-39cdea981ad0","[]","AliasCode_71"
"427","70ec83b0-f438-4df9-9b27-66a378f8a80a","[]","AliasCode_72"
