"label","id","uuid:ID","description","name"
"","StudyCohort_1","495641f2-8944-4f52-bae1-a2262b8991d1","","COHORT1"
"","StudyCohort_2","c8a19e9c-e9be-4395-ae9e-90c270ad0ed2","","COHORT2"
