"id","uuid:ID","otherReason"
"StudyAmendmentReason_5","6acd2e54-64d9-492c-b0c6-b1659224b28f","Fix typographical errors"
"StudyAmendmentReason_3","8c46bdc2-e13b-4e7d-9ca8-945eeb23e826",""
"StudyAmendmentReason_4","c968a2f3-dafe-4f12-b1a6-c1f3025c8130",""
"StudyAmendmentReason_2","8577436a-4548-4747-8c2e-cede7c84d293",""
"StudyAmendmentReason_1","283a26f8-080c-4b2b-a19a-02dc74e9eeaa",""
