"id","value","uuid:ID"
"Quantity_3","1.0","5f1053a1-27f0-4e39-a6c8-f24f26470e0e"
"Quantity_1","14.0","f9fa92d6-7ea9-4975-887c-b819149174f5"
"Quantity_2","12.0","71a9aa7d-7e56-476f-958c-56f030035832"
"Quantity_6","1.0","74c19804-cd22-457c-b72d-ec20e04e888c"
"Quantity_4","14.0","13aebf0c-f9d9-4bc9-ae07-c24b8e6d79c2"
"Quantity_5","12.0","f22c7107-fc55-42ea-a059-12e32cb49142"
