"isApproximate","maxValue","uuid:ID","id","minValue"
"False","300.0","90c168b7-7517-4974-a6af-9a700be7f3e0","Range_2","300.0"
"False","300.0","3285dc9a-8b4d-42b0-9231-3d42b4b246ed","Range_1","300.0"
