"line","state","district","uuid:ID","text","city","id","postalCode"
"Lilly Corporate Ctr","IN","-","07ed46c7-0899-42a3-af7c-3af560ee24cb","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","Address_1","4628"
