"description","name","id","uuid:ID","label","text"
"","AP_1","AnalysisPopulation_1","464f4e73-462a-4294-913c-75b47a372b2e","","ITT"
"","AP_4","AnalysisPopulation_2","5fb511a4-7fb6-4f9d-8da5-bea68b7f29c8","","ITT"
