"id","standardCodeAliases","uuid:ID"
"AliasCode_1","[]","e114dea9-b5c0-44e6-8ec5-273fd704ba21"
"AliasCode_4","[]","81012b95-4a64-4be2-9b82-fc9fee26fdfc"
"AliasCode_3","[]","0cf394d3-3c79-453c-9083-2df0b2155c84"
"AliasCode_6","[]","cc0aa0fe-2201-4d35-8ed1-ce9c5fae38d8"
"AliasCode_5","[]","3f45c1a6-a247-4e17-877d-3f77bc277781"
"AliasCode_8","[]","5ffb8182-ceae-4741-a6eb-cfbee23247ec"
"AliasCode_9","[]","ecdd229c-219d-491e-ba32-a47e54261065"
"AliasCode_7","[]","a118548e-afc6-4f35-a17a-405bc27f5699"
"AliasCode_2","[]","99a89bb2-0a3e-48a4-a493-172f10c42591"
