"id","uuid:ID"
"StudyCell_1","365e3b83-afee-40f6-a14a-7ee290ecb489"
"StudyCell_2","56e3461c-fe65-4e94-93c4-0a214a538a5a"
"StudyCell_3","d992a702-67e6-46a7-b4f0-acb3b87b7447"
"StudyCell_4","38a0d2f2-4b51-45d9-b25b-551fb32091e0"
"StudyCell_5","527fea3d-4ff3-4bc2-9860-b0438df74cf1"
"StudyCell_6","77f49a4d-27bb-48c3-b4dd-f5992cefb65b"
"StudyCell_7","c0e80dc1-b64f-41fd-9d8f-8ba0a9d3769f"
"StudyCell_8","5531a6fd-24eb-45b2-a5f7-61655d1c1eb8"
