"id","uuid:ID","label","instanceType","reference","name","description"
"BiomedicalConceptSurrogate_1","49360c79-829e-4317-b9ab-accc998f0bf3","HbA1c","BiomedicalConceptSurrogate","None set","HbA1c","HbA1c"
