"id","name","text","uuid:ID"
"AnalysisPopulation_1","AP_1","ITT","081d9a6c-678e-40a9-8ed4-c46a60203af0"
"AnalysisPopulation_2","AP_4","ITT","52e74982-2d95-4ccc-83a5-3e9315fa6909"
