"uuid:ID","isEnabled","id"
"e11a5885-6aee-4f63-b7f8-7393e3942d9c","True","ResponseCode_1"
"4b0b8a98-b859-4574-9070-48dba2d28c63","True","ResponseCode_2"
"ba519f36-ae9f-4435-a6f3-85abf5626129","True","ResponseCode_3"
"817b11ce-edcc-43bf-b852-37e8efdbc238","True","ResponseCode_4"
"56ed6a16-c485-4b5e-ad95-ce5d56582633","True","ResponseCode_5"
