"id","isApproximate","uuid:ID","maxValue","minValue"
"Range_2","False","4fe4bb72-b7e1-43fc-8869-fd4e85eba13e","120.0","120.0"
"Range_1","False","1bf934fb-67d8-4def-aa53-24c60df88618","100.0","100.0"
