"name","uuid:ID","text","id"
"AP_1","fa5af776-18bf-4c32-8944-66a05b92f866","ITT","AnalysisPopulation_1"
"AP_4","d09076a5-0f23-41cf-80cc-c12c3c34e9aa","ITT","AnalysisPopulation_2"
