"uuid:ID","instanceType","maxValue","isApproximate","minValue","id"
"60790658-57c7-48a0-8d26-cecdb9054e47","Range","300.0","False","300.0","Range_2"
"d77baf06-30bc-4658-b910-99f6d8d1be8f","Range","300.0","False","300.0","Range_1"
"a48b0f36-b9ee-4c6a-86ee-817efb170fad","Range","100.0","False","50.0","Range_3"
