"instanceType","name","id","uuid:ID"
"Study","Study_CDISC PILOT - LZZT","492bbcb0-efed-4cd3-bd28-4c2e22f4ab24","492bbcb0-efed-4cd3-bd28-4c2e22f4ab24"
