"uuid:ID","minValue","isApproximate","id","maxValue","instanceType"
"6d94b0bf-31d6-4682-9538-a57c6d3affea","300.0","False","Range_2","300.0","Range"
"a53b54df-fd91-4712-8fa1-9b957de1fed5","300.0","False","Range_1","300.0","Range"
"c19d1123-b7b8-4601-b789-74e4ec175b2e","50.0","False","Range_3","100.0","Range"
