"id","uuid:ID","instanceType","name"
"0bbbfe07-ba6a-4984-b88f-774dd8eb78d4","0bbbfe07-ba6a-4984-b88f-774dd8eb78d4","Study","Study_CDISC PILOT - LZZT"
