"uuid:ID","value","id"
"e59ed645-db89-4301-b101-456c757de5ec","1.0","Quantity_3"
"0eea0ee4-8922-422d-bbfa-5ee2f5023722","14.0","Quantity_1"
"8c78bec2-1ae8-421d-a396-3db2ce09eed1","12.0","Quantity_2"
"3f42f94f-4777-42e3-887d-efd3e86add5b","1.0","Quantity_6"
"e4c0f10c-7c40-4fc2-9f44-82f7e3406147","14.0","Quantity_4"
"f67eae03-cc40-4919-a1e4-f1852aa5d0ea","12.0","Quantity_5"
