"uuid:ID","id","maxValue","isApproximate","minValue"
"bf6191c0-73c1-4dd6-8424-43726e073de1","Range_2","120.0","False","120.0"
"41b904ca-9479-4747-a1b8-39f380dd9c24","Range_1","100.0","False","100.0"
