"uuid:ID","instanceType","minValue","id","isApproximate","maxValue"
"133232eb-db26-4b47-883f-4f85200a59b4","Range","300.0","Range_2","False","300.0"
"707877ae-db60-4f2c-a776-cfad5905e310","Range","300.0","Range_1","False","300.0"
"1bbf25c3-c228-4ee3-96b3-292b01dbc85a","Range","50.0","Range_3","False","100.0"
