"district","city","postalCode","uuid:ID","text","id","line","state"
"-","Indianapolis","4628","c79660b2-916b-4846-8f2f-94d801a779a7","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Address_1","Lilly Corporate Ctr","IN"
