"id","district","city","state","postalCode","line","uuid:ID","text"
"Address_1","-","Indianapolis","IN","4628","Lilly Corporate Ctr","0a5728cc-2d54-4b88-9a20-09084eb98629","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
