"id","isApproximate","minValue","maxValue","uuid:ID"
"Range_2","False","300.0","300.0","73c17bbf-f93e-4c81-9064-be2d558f3170"
"Range_1","False","300.0","300.0","12ceb5cc-6ee5-4e2f-b94c-a3c8773aebef"
