"standardCodeAliases","id","uuid:ID"
"[]","AliasCode_1","d2ef777b-106e-4dde-9176-11b5ecbed653"
"[]","AliasCode_3","557a5ccc-b3f2-4cb9-8a1a-8eddae26fb37"
"[]","AliasCode_4","5ee9cae2-26cf-4e49-89ac-90a1f142709e"
"[]","AliasCode_109","973d660c-1727-48ea-a41e-8686f1919f87"
"[]","AliasCode_110","04b1a16f-d77c-4af0-9b1a-772d47163610"
"[]","AliasCode_111","a80bd34d-4aaf-423f-88ae-f4a0f8d935ad"
"[]","AliasCode_108","606e6dff-8f7d-47fa-87c7-41e3e74adfe9"
"[]","AliasCode_113","5ab20ee9-f840-4eb7-8ec2-b866781f2af5"
"[]","AliasCode_114","56e29c8b-a4eb-46c2-adfa-08519e01b2ec"
"[]","AliasCode_112","3c618caa-d228-4983-bf87-2a2561a6a194"
"[]","AliasCode_116","77e90b02-1aed-4d81-92d2-d7b3c51901f2"
"[]","AliasCode_117","fbc6d38b-1ca6-40ee-90bb-4f624eb72196"
"[]","AliasCode_115","86291c1b-70b9-477b-b717-89d9f4600f59"
"[]","AliasCode_119","894b2106-492a-4ba0-b3d4-35755a161c18"
"[]","AliasCode_120","afe770fd-d4a4-4182-a5f6-e101773fab7a"
"[]","AliasCode_121","e446c8af-b77e-4a0c-83fd-f726147777fb"
"[]","AliasCode_122","5ec29d36-c28d-4345-8bd3-41a0ff984825"
"[]","AliasCode_118","56d9fee6-30ee-4344-a875-9ef77403f6f3"
"[]","AliasCode_124","4a8c5dad-7da3-4918-b8a0-31be42d887db"
"[]","AliasCode_125","a816d62d-c312-44f9-a7c7-c26388acb4ab"
"[]","AliasCode_126","ce605a41-3805-4d76-91f0-c9a064352ae0"
"[]","AliasCode_127","8830fefc-a707-439e-874f-442d200a616b"
"[]","AliasCode_123","d366e4a3-0049-4926-9690-b54c0ce5ed06"
"[]","AliasCode_129","8243bff8-fe0e-4b80-8c71-b4b94fdb4be4"
"[]","AliasCode_130","4177d10a-5fd3-4f8e-a4cb-e8ce1eef0751"
"[]","AliasCode_131","e26d6658-ffa3-4c90-9949-0e5766a780e6"
"[]","AliasCode_132","624572c5-1251-4849-b29b-482cb31e9755"
"[]","AliasCode_128","2034e854-eee1-4775-92d8-99d0d8adb3f2"
"[]","AliasCode_134","d709b5ed-b2db-434f-b6cc-f783136aea9f"
"[]","AliasCode_135","5fa9deb4-dd6f-49d7-807d-d80cf30efd4d"
"[]","AliasCode_136","33dbaa94-ffa5-4c07-9774-918c876a263c"
"[]","AliasCode_137","d105c16a-a235-4cba-86cd-d569cb6a8f37"
"[]","AliasCode_133","5b5de250-12c4-44d5-b343-d042edd67fd8"
"[]","AliasCode_139","123b2d6d-3861-4d5a-aedf-f3e4d4821cae"
"[]","AliasCode_140","e6c396cc-58a1-41dc-ac21-4730305d7db2"
"[]","AliasCode_141","267c660d-335f-4348-bded-21633baed906"
"[]","AliasCode_142","8b3389d1-d9c5-4eb5-88b1-f32526053ae9"
"[]","AliasCode_138","ad9bc95b-370d-40e9-b1dc-2e93b2cb0a65"
"[]","AliasCode_144","20285ab9-3f13-49e9-a607-c9a6316fd91b"
"[]","AliasCode_145","98222e7c-24e4-403b-8df1-21b5cc747941"
"[]","AliasCode_146","d7aa5cf5-f9f9-4555-ac2d-2d4d059759be"
"[]","AliasCode_147","2f35768b-e1ed-449b-9f26-c036515d874d"
"[]","AliasCode_143","1c15a6bc-9388-497e-9889-db72fcd6824e"
"[]","AliasCode_149","fd3f3407-bc1d-41ed-a2d1-52f3ba33be45"
"[]","AliasCode_150","c120590b-7142-42d9-b3be-edc9653c0f5c"
"[]","AliasCode_151","2aff6913-81e9-472a-bfcc-18acc2d9c44b"
"[]","AliasCode_152","cd384076-44c5-433d-8f5c-4cada055ab96"
"[]","AliasCode_148","ab2fbaf9-cd5b-44e7-a50c-a3ca92006c80"
"[]","AliasCode_7","3469d6be-2482-4a99-ab0d-1d2fa5bba85f"
