"city","postalCode","uuid:ID","text","line","state","district","id"
"Indianapolis","4628","8b08554d-df18-4f7d-bc49-b33497dcbe28","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","IN","-","Address_1"
