"line","uuid:ID","id","district","state","text","city","postalCode"
"Lilly Corporate Ctr","72a50ac5-8cac-4779-8968-44b72272220b","Address_1","-","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","4628"
