"isApproximate","uuid:ID","id","maxValue","minValue"
"False","2cda78b0-bfe3-4253-984c-ddbd474deb98","Range_2","300.0","300.0"
"False","2e7647ca-3343-4811-8700-8fb5522d1902","Range_1","300.0","300.0"
