"uuid:ID","minValue","isApproximate","id","maxValue"
"53f118d6-eefc-4fa9-a602-af97d7224f5f","120.0","False","Range_2","120.0"
"6dbb61c2-d1f5-4670-bc2f-6ae43dc05de4","100.0","False","Range_1","100.0"
