"id","value","uuid:ID"
"Quantity_3","1.0","123a764c-3e05-45eb-8c1f-5b6aab3107b6"
"Quantity_1","14.0","7bebc223-39c1-499a-8fe1-e0362213294e"
"Quantity_2","12.0","500a8520-a158-4940-8776-bde5f6267f45"
"Quantity_6","1.0","20714334-319a-4eca-afe7-a1b1d6b8e30e"
"Quantity_4","14.0","bf4df07f-d574-4971-a884-f5c5137d774a"
"Quantity_5","12.0","4e32a788-0e17-44bb-b3b4-7c155ea5d9bd"
