"id","uuid:ID","isEnabled"
"ResponseCode_1","3858bdec-7e82-4cb7-9712-57ec89b32ce8","True"
"ResponseCode_2","72c3becb-6286-4d10-bcc7-cf23133168e4","True"
"ResponseCode_3","4ac6cd80-77cb-418b-8ba1-68f7b2600e59","True"
"ResponseCode_4","461e0488-c4e4-4cc2-b175-7474a9cab9fc","True"
"ResponseCode_5","58fdadd6-3e43-449f-abff-0b2396b37cc5","True"
