"maxValue","minValue","id","instanceType","uuid:ID","isApproximate"
"300.0","300.0","Range_2","Range","681d6de5-4a46-4182-86d1-c7bae9322e04","False"
"300.0","300.0","Range_1","Range","e74b81be-5187-43d7-9cf1-2abddf40dd37","False"
"100.0","50.0","Range_3","Range","30e9bdad-a34e-47ad-9386-c36dd7953a9e","False"
