"isEnabled","uuid:ID","id","instanceType"
"True","74d08707-1d96-4fa6-994e-d18e4c304ee3","ResponseCode_18","ResponseCode"
"True","f661f52b-854c-4b7f-a1c9-3fb8ea70f210","ResponseCode_19","ResponseCode"
"True","6987cf48-e0d9-4507-acdf-dd20b714ca7a","ResponseCode_20","ResponseCode"
"True","215966b5-af4b-4aac-8456-35770cb03bac","ResponseCode_21","ResponseCode"
"True","f8667113-8ef9-4302-a6ef-806ce7e456e7","ResponseCode_22","ResponseCode"
"True","0a0086cd-6a11-4039-a454-eb50db203c18","ResponseCode_23","ResponseCode"
"True","1e888c0a-0e2e-4c46-acb9-c80d19ec8212","ResponseCode_24","ResponseCode"
"True","807eefbb-d825-4dab-8abf-456198dd9575","ResponseCode_25","ResponseCode"
"True","5e1353af-8a18-4eb4-8a9d-43cf9d149aae","ResponseCode_1","ResponseCode"
"True","10a3bccf-8ee3-4b30-9965-6306a0854b93","ResponseCode_2","ResponseCode"
"True","e8ebce75-a39e-4607-abdd-d1efec986c78","ResponseCode_3","ResponseCode"
"True","eee3de1b-0e83-49c2-a097-a558fc1ec39b","ResponseCode_4","ResponseCode"
"True","01349e8a-fb70-4ef7-b00d-d35fe247ab1e","ResponseCode_5","ResponseCode"
"True","86f85759-c254-4baa-ab80-70f76a143909","ResponseCode_6","ResponseCode"
"True","fc364f1c-f4cf-42a0-a884-4ed72dfd2cac","ResponseCode_7","ResponseCode"
"True","56ce9da7-c4c7-46f9-89a6-05a71d4cb97a","ResponseCode_8","ResponseCode"
"True","bbfe8cc2-a179-46be-b698-5cf76dc65a33","ResponseCode_9","ResponseCode"
"True","284bc582-c9d3-490c-9739-bbc567a455f4","ResponseCode_10","ResponseCode"
"True","45dabb8d-42a7-4deb-a148-ae0de17861e1","ResponseCode_11","ResponseCode"
"True","b373b46d-e34b-4181-b156-35bde17fb207","ResponseCode_12","ResponseCode"
"True","69ad097f-fa5e-441a-a598-69222fa77ff9","ResponseCode_13","ResponseCode"
"True","3e1b209a-2057-4bc1-bbbe-9d4c92a79c63","ResponseCode_14","ResponseCode"
"True","51910043-23a7-441a-b2e4-c4c1f393fb21","ResponseCode_15","ResponseCode"
"True","2cb23d5a-d846-4c6c-b482-28377038df77","ResponseCode_16","ResponseCode"
"True","38af700a-8fd8-42af-a876-bb20c03b5603","ResponseCode_17","ResponseCode"
