"uuid:ID","id","description","text","name","label"
"41800446-7abe-42fe-8514-e84d30cc7411","AnalysisPopulation_1","","ITT","AP_1",""
"3e8e2999-ae13-44bc-b679-166d55f2805a","AnalysisPopulation_2","","ITT","AP_4",""
