"uuid:ID","standardCodeAliases","id"
"31e18086-5841-4f43-b228-7867f1acc3fb","[]","AliasCode_1"
"3e50595a-bcd7-48f8-8e3e-aa1d00148970","[]","AliasCode_4"
"5b1cfaf9-1da2-42e0-b642-3fe64146e7ca","[]","AliasCode_3"
"6a124dad-c28a-48aa-8c6d-0c9b778a43cd","[]","AliasCode_6"
"7ef7ef5a-4503-45fd-92df-0820deec2ece","[]","AliasCode_5"
"da7f98b1-f35b-4c6f-8ea5-1f6096cee75f","[]","AliasCode_8"
"8afc84d8-72b4-4303-8f5f-cecfc0f9756c","[]","AliasCode_9"
"36135bc7-01ab-44ff-9d6d-2149e860cb4a","[]","AliasCode_7"
"d6c8d78a-daac-4ff3-97fb-660a34fcda18","[]","AliasCode_2"
