"uuid:ID","responseCodeEnabled","id"
"13d5acd6-6b2d-4fc6-9a9e-245d65c73587","True","ResponseCode_1"
"ac9c37c5-139d-4fcc-94e1-af9ef7002949","True","ResponseCode_2"
"eaa16c79-3b10-468e-a666-0d33124a42b6","True","ResponseCode_3"
"be2b76d4-0f6e-49c9-adb2-f59e6860b653","True","ResponseCode_4"
"a8be6b4f-29a9-48fb-8276-b79453dab97b","True","ResponseCode_5"
"c5973a9f-1c82-4180-a10f-d28cfee763a8","True","ResponseCode_6"
"a5461208-25fd-46e4-99fa-66e8e6c11f7c","True","ResponseCode_7"
