"text","state","postalCode","id","uuid:ID","city","line","district"
"Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","IN","4628","Address_1","7c19140b-b44a-4a86-8a0a-6f67f7db59c3","Indianapolis","Lilly Corporate Ctr","-"
