"id","uuid:ID","standardCodeAliases"
"AliasCode_1","30ea289f-77c0-48f4-a40e-43872c5ad39d","[]"
"AliasCode_3","a6c47374-44ea-4161-be98-9343333de560","[]"
"AliasCode_4","85f55afb-e5e0-4c82-beb1-4c8e402d0b77","[]"
"AliasCode_109","b97fcde8-a2d1-459a-97b7-334b15d43076","[]"
"AliasCode_110","62060823-bd44-4fe5-8e92-c63550642699","[]"
"AliasCode_111","8cca06d9-b95a-46ac-8aa1-2188de29b7b6","[]"
"AliasCode_108","62e1d6c1-778d-4226-bd0d-a55dbb61b60d","[]"
"AliasCode_113","78e1876f-3420-47bf-9dba-5fbbfb3b300d","[]"
"AliasCode_114","52281233-d8a4-44f4-8fe9-acf7b4ab608d","[]"
"AliasCode_112","ad4dc18a-9ff8-4a7e-878e-0192115327c0","[]"
"AliasCode_116","64ce3f17-4b14-4d21-af56-642c67e9b678","[]"
"AliasCode_117","451f46ad-11e0-46ba-811e-c779d9bb2dcb","[]"
"AliasCode_115","6af26c7f-92db-4a80-a3db-afbee5ac5bd2","[]"
"AliasCode_119","f9c4fa77-0514-42b0-8407-c57aed27c3ef","[]"
"AliasCode_120","c82e4f07-d825-4e1e-9339-40460d193a0f","[]"
"AliasCode_121","3e4e4a61-55f3-4f53-becd-c3ee121f0341","[]"
"AliasCode_122","4195df65-5ecf-4ca0-bbaf-09c250c2fd94","[]"
"AliasCode_118","32e9fc12-9647-443b-9487-ec01e4adc4b2","[]"
"AliasCode_124","095f022a-f06a-41f1-9c73-75ae33d71096","[]"
"AliasCode_125","ee32ba13-bc1f-4657-af25-dfc1ed37376c","[]"
"AliasCode_126","3aec9dd6-0fbb-4220-8b3d-2059f20d98dd","[]"
"AliasCode_127","63bb991e-8294-413a-9510-eb3d5b74b2dd","[]"
"AliasCode_123","365f4e5f-5790-4eda-9fbf-cd798cb0493b","[]"
"AliasCode_129","a087a4a3-acb7-412d-9f36-a635c6ba49a5","[]"
"AliasCode_130","2ba365c8-682a-4bd7-ae13-ce9783682a7d","[]"
