"id","uuid:ID"
"StudyCell_1","eada1664-8d21-4607-b94e-7bec6b2fbca7"
"StudyCell_2","70b42e63-d229-472f-b948-2e1581dcaf02"
"StudyCell_3","ad8fbbb6-85a7-4f2d-9d4b-66dec3f5f1f4"
"StudyCell_4","cc3d2876-b0c1-4318-a877-64dc8a95fad1"
"StudyCell_5","a8cbf9ef-2ed8-407a-adc5-10a882ca9c0a"
"StudyCell_6","844e1142-08ab-4700-a67a-24fd1f4fc469"
"StudyCell_7","f05c78ca-2058-488d-aac7-c824887b098f"
"StudyCell_8","ac2850b8-2953-4e82-8227-78977d274729"
"StudyCell_9","c566f7c1-389e-47f4-84bd-9682f41a3c6f"
"StudyCell_10","e49c3b2c-04a4-44df-8000-4bf85ee2950e"
"StudyCell_11","362e7ad0-036c-4874-ba47-67ecc29de48f"
"StudyCell_12","39e72ad3-cd8f-4841-a761-0536814b959d"
"StudyCell_13","61e67e2a-e88a-4d6a-b906-45df7f805efd"
"StudyCell_14","034ec1a4-74a6-4ded-9d29-56ffbf20e08d"
"StudyCell_15","b5e92075-8fe8-432a-aff6-3bb85e4834e6"
