"text","city","line","district","postalCode","id","state","uuid:ID"
"Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","Lilly Corporate Ctr","-","4628","Address_1","IN","66351883-32e4-4307-84d1-2de7cb583d72"
