"id","uuid:ID","code"
"GeographicScope_1","06b4c229-fbe0-471f-9367-3177d3a8d76a",""
"GeographicScope_2","54ec751a-f8ac-447a-a9e6-dc21de25cda2",""
"GeographicScope_3","a20e0ec0-d9c7-446c-b2df-3c429c98406f",""
"GeographicScope_4","cc20833a-cef1-432f-a0f4-e5035584eab3",""
"GeographicScope_5","28e8aaa1-e673-4d73-9f3b-8f362590edb0",""
"GeographicScope_6","bb1a8a52-49ce-401a-aaa0-97c4cf54b82a",""
