"name","uuid:ID","text","label","id","description"
"AP_1","7f333bf7-6e01-4312-9778-0d6d22246989","ITT","","AnalysisPopulation_1",""
"AP_4","491815c8-376f-4ac0-b6aa-b067bd9f396a","ITT","","AnalysisPopulation_2",""
