"id","uuid:ID","standardCodeAliases"
"AliasCode_1","a322b180-989f-4f30-bd1d-bbf7ff098bb1","[]"
"AliasCode_2","ad5b1d42-ebe3-40ab-b052-c7c002f877b5","[]"
"AliasCode_3","63eccc17-b43c-441f-87d9-6d93edfd3532","[]"
"AliasCode_4","156fce21-2b45-4b81-a577-bf73324b784a","[]"
"AliasCode_5","9110c97c-1340-44d6-a60e-5fd47ba7feec","[]"
"AliasCode_9","10470e42-547f-4b23-9f64-466e42f91afa","[]"
"AliasCode_7","6213a07e-2959-4baf-b406-265e4d17db4b","[]"
"AliasCode_8","3bded34c-59b4-460c-8655-7fec1f02bad3","[]"
"AliasCode_12","28d97a53-e15b-4123-8d7a-b0d2f1f0b130","[]"
"AliasCode_11","eb2afb22-e9b9-4896-8f6e-f53f0ba9263f","[]"
"AliasCode_14","9d380c3f-0519-43ea-8c72-00faa721a3b3","[]"
"AliasCode_13","488a194f-a756-4fb6-9d16-a38410209071","[]"
"AliasCode_16","6a6cdab9-08a2-407b-824b-0cea1e54d05a","[]"
"AliasCode_17","a88c9c3f-4174-46bb-8b83-a645cc4495a2","[]"
"AliasCode_15","cede28f8-2c1e-4b52-932a-09e2b002a40b","[]"
"AliasCode_10","93e8992d-fc8c-4181-a830-9dd0a54b85c6","[]"
"AliasCode_6","c212f2b2-f377-4a62-8b53-5807bcab804b","[]"
