"uuid:ID","id","otherReason","instanceType"
"f1d1dca5-4357-4df2-9e7f-5228a832068a","StudyAmendmentReason_1","","StudyAmendmentReason"
"d78da441-3047-4928-b641-8b91f17cd822","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
