"instanceType","name","reference","uuid:ID","description","label","id"
"BiomedicalConceptSurrogate","HbA1c","None set","8c80d996-04b0-4fb0-918d-e6ef83847104","HbA1c","HbA1c","BiomedicalConceptSurrogate_1"
