"maxValue","instanceType","minValue","uuid:ID","isApproximate","id"
"300.0","Range","300.0","26f97aad-1a58-41a2-ba4d-ffcc77b3d8e9","False","Range_2"
"300.0","Range","300.0","224eb6bc-30e1-49b6-aa05-f0862e215236","False","Range_1"
"100.0","Range","50.0","26c85753-6ffe-4549-98da-7305aa14a7b1","False","Range_3"
